Batch plan id,Batch plan/Process(Parent Job),Job group(Sub-job),Date & Start Time,Schedule,Status (Automated/Manual),Active vs Non Active,BP name,BP description
100013,Direct debit/credit,Direct credit payment - Post,16/11/2021 12:00,Morning,Manual,Active,Post Exported Direct Credit Payment documents,
100013,Direct debit/credit,Direct credit payment - Import,16/11/2021 12:00,On demand (deferred),Manual,Active,WBSA_NonVehiclePurchase_Payment_Import,
100013,Direct debit/credit,Direct credit payment - Generate and Send Supplier Remittance,26/11/2021 13:09,On demand (deferred),Manual,Active,Generate and Send Supplier Remittance,
100013,Direct debit/credit,Direct credit payment - Export (ACB) - Re-Run,06/01/2022 14:03,On demand (deferred),Manual,Active,Non vehicle purchase invoice payment export - ACB format - Re-run,
100014,"MRI, not needed (IM)",Generate claims and billing items,,Disabled,Manual,Non Active,Generate claims for incidents,Generates claims for incidents of type 'accident' and 'theft'.
100014,"MRI, not needed (IM)",Generate claims and billing items,,Disabled,Manual,Non Active,Generate billing items for exemption claims,"Generates billing items for exemption claims that have been allocated, confirmed and for which no billing items yet exists."
100015,Daily accounting operations,Post contract investment change,17/11/2021 21:00,Night,Automated,Active,Post contract investment change,
100015,Daily accounting operations,Wash out income recognition terminated contracts,23/11/2021 21:00,Night,Automated,Active,Process outgoing income recognition assets,
100015,Daily accounting operations,Vehicle sales cost posting,15/11/2021 23:30,Night,Automated,Active,SU ACC Vehicle Sales Cost Posting,
100015,Daily accounting operations,Maintenance and Tyre fund suspense clearing,15/11/2021 23:30,Night,Automated,Active,SU Maintenance fund suspense clearing,
100015,Daily accounting operations,Maintenance and Tyre fund suspense clearing,15/11/2021 23:30,Night,Automated,Active,SU Tyre fund suspense clearing,
100015,Daily accounting operations,FICS Export,15/11/2021 23:53,On demand (deferred),Automated,Active,FICS Transaction GL Export,This connector will export data from Miles General Ledger into an output file on a daily basis which will be consumed by WBSA FICS.
100015,Daily accounting operations,FICS Export,15/11/2021 23:54,On demand (deferred),Automated,Active,FICS Trial Balance Export,This connector will export data from Miles General Ledger into an output file on a daily basis which will be consumed by WBSA. A report will be created showing the balance per FICS GL split per cost center.
100015,Daily accounting operations,FICS Export - Re-run,02/12/2021 22:10,On demand (deferred),Manual,Active,FICS Transaction GL Export - Re-run,"This connector will export data from Miles General Ledger into an output file on a daily basis which will be consumed by WBSA FICS.
TO BE USED FOR RE-RUN ONLY."
100015,Daily accounting operations,FICS Export - Re-run,,On demand (deferred),Manual,Active,FICS Trial Balance Export - Re-run,"This connector will export data from Miles General Ledger into an output file on a daily basis which will be consumed by WBSA. A report will be created showing the balance per FICS GL split per cost center.
FOR RE-RUN ONLY."
100015,Daily accounting operations,Reverse payment documents,30/11/2021 19:55,On demand (deferred),Manual,Active,Reverse payment document,"This bulk processor is to be executed on demand only when certain payment documents need to be reversed when they were posted incorrectly.
Selection to be updated to retrieve the payment documents which need to be reversed."
100015,Daily accounting operations,Contract Closure - Release buffers,17/11/2021 21:02,Disabled,Manual,Non Active,Contract Closure - Release buffers,"Launches the automatic posting template to release maintenance, repair, tires and relief vehicle buffers for contracts closed in the last 5 days."
100015,Daily accounting operations,Assets Operating Lease (Portfolio) (process and realization),17/11/2021 21:02,Disabled,Manual,Non Active,Operating Lease Asset Processing (sold assets),Treats all assets with status outgoing (belonging to the operating lease portfolio).
100015,Daily accounting operations,Posting of payment documents and claims,17/11/2021 21:02,Disabled,Manual,Non Active,Post payment documents,Automatic posting of all payment documents on status 'Allocated' with the exception of direct debit and direct credit payment documents.
100015,Daily accounting operations,Asset activation - Deprecated (triggered on contract activation event),17/11/2021 21:00,Disabled,Manual,Non Active,SU ACC contract activation,
100015,Daily accounting operations,Asset activation - Deprecated (triggered on contract activation event),17/11/2021 21:01,Disabled,Manual,Non Active,SU TAX contract activation,
100015,Daily accounting operations,Assets Operating Lease (Portfolio) (process and realization),17/11/2021 21:02,Disabled,Manual,Non Active,Operating Lease Asset Realization,Asset realization posting for all assets in operating lease portfolio with status outgoing
100015,Daily accounting operations,Posting of payment documents and claims,17/11/2021 21:02,Disabled,Manual,Non Active,Post claims,Automatic posting of all claims on status 'Allocated'.
100016,"MRI, not needed (tickets)",Acknowledgement mails,,Disabled,Manual,Non Active,Acknowledgement mail for tickets without contact,Sends the acknowledgement mail for tickets without a contact. Use CUR_DATE - 1D because the batch plan runs after midnight.
100016,"MRI, not needed (tickets)",Acknowledgement mails,,Disabled,Manual,Non Active,Set acknowledgement date for tickets without contact,Sets the acknowledgement date on tickets without contact after it has been informed about the missing contacts via an acknowledgement e-mail.
100016,"MRI, not needed (tickets)",Acknowledgement mails,,Disabled,Manual,Non Active,Notification acknowledgement delay,Notifies the workgroup that the complaint reference has not been communicated to the customer within 24 hours.
100016,"MRI, not needed (tickets)",Acknowledgement mails,,Disabled,Manual,Non Active,Notification open tickets,Notifies the workgroup about tickets having status 'Started' for 6 days or more.
100016,"MRI, not needed (tickets)",Ageing status,,Disabled,Manual,Non Active,Orange status,Sets tickets aged 7-14 days to status 'Orange'.
100016,"MRI, not needed (tickets)",Ageing status,,Disabled,Manual,Non Active,Red status,Sets tickets aged 15 days and more to status 'Red'.
100016,"MRI, not needed (tickets)",Archiving tickets,,Disabled,Manual,Non Active,Archive tickets,Purges tickets older than 4 years.
500001,Open And Close Fiscal Periods,Open Next Fiscal Period,30/11/2021 22:02,Last day Monthly,Automated,Active,Open Next Fiscal Period,
500001,Open And Close Fiscal Periods,Close Previous Fiscal Period,30/11/2021 22:03,Last day Monthly,Automated,Active,Close Previous Fiscal Period,
500002,Broker payments and upfront payments,Broker Payments - On contract start date,,Night,Manual,Active,,
500002,Broker payments and upfront payments,Generate Commission Billing Items on Contract - 3 months from start date,,Night,Manual,Active,,
500002,Broker payments and upfront payments,Generate Incoming invoice for Broker Commission,,Night,Manual,Active,,
500002,Broker payments and upfront payments,Generate Incoming Invoice for subvention and interest,,Night,Manual,Active,,
500003,Daily Jobs,User Management,17/11/2021 17:00,Evening,Manual,Active,Deactivate users not logged in last 60 days,Deactivate users not logged in last 60 days
500003,Daily Jobs,Customer Management,17/11/2021 18:37,Evening,Automated,Active,Welcome letter to the customer after qualification,This BO is used to send the welcome letter to the customer after they move to Active (Non-Fleet) or Active (Fleet)
500003,Daily Jobs,Customer Management,15/12/2021 20:00,Evening,Automated,Active,SMAC Customer Export,SMAC Customer Export
500003,Daily Jobs,Fines Management,17/11/2021 19:44,Evening,Automated,Active,Generate Purchase Invoices for Fines,generates purchase invoices for Fines
500003,Daily Jobs,Fines Management,18/11/2021 18:42,Evening,Automated,Active,Generate charge back  billing items for fine fee,Generate charge back  billing items for fine fee
500003,Daily Jobs,Fines Management,17/11/2021 19:47,Evening,Automated,Active,Update Fine as settled,Updates incident to closed group
500003,Daily Jobs,Fines Management,17/11/2021 19:48,Evening,Automated,Active,Update Fine with no fine service as settled,Updates incident to closed group (fines with no fine service)
500003,Daily Jobs,Ad-hoc updates,17/11/2021 19:49,On demand (deferred),Manual,Active,Owner details update to Certrack,Sends the owner details to Certrack
500003,Daily Jobs,Supplier Management,17/11/2021 20:43,Evening,Automated,Active,Update Once-Off Supplier Flag,"Update Once-Off Supplier [Once-Off Supplier has Work Order], Attribute ID: 500237 to TRUE"
500003,Daily Jobs,Odometer updates,15/12/2021 20:10,On demand (deferred),Automated,Active,Import Odometer Readings,Import Odometer Readings with reference 'External'. Config Property 4587
500003,Daily Jobs,Odometer updates,,On demand (deferred),Automated,Active,Validate Odometer Readings,validates odometer readings after upload
500003,Daily Jobs,Fleet Vehicle Management,17/11/2021 20:44,Evening,Automated,Active,Determine fleet vehicle ownership,"For fleet vehicles without ownership setting, this bulk processor will execute formula ID 100305 to determine the appropriate ownership setting based on parameters from lookup table ID 100059."
500003,Daily Jobs,Fleet Vehicle Management,17/11/2021 20:45,Evening,Automated,Active,Update vehicle ownership on GBB fleet vehicles after purchase,
500003,Daily Jobs,Fleet Vehicle Management,17/11/2021 20:46,Evening,Automated,Active,Update Take-In Transport Order Status to COMPLETED,"Update the status of the Transport Order (Order) to COMPLETED
where 
1. Order amount = 0 rand
2. All fleet vehicles in the transport order have been taken in (FV status = RETURNED)
3. Termination date  is a month ago..."
500003,Daily Jobs,Fleet Vehicle Management,17/11/2021 20:48,Evening,Automated,Active,Create Transport Order,
500003,Daily Jobs,Vehicle Order Management,17/11/2021 20:49,Evening,Automated,Active,Follow-up vehicle order confirmation at dealer,Sends out email to dealer to request confirmation of vehicle order
500003,Daily Jobs,Contract Activation,17/11/2021 20:50,Evening,Automated,Active,Updates contract billable status to Full Billing,Updates the contract billable state to Full Billing for running contracts with an approved vehicle invoice and where the contract was not set to Full Billing upon start of the contract
500003,Daily Jobs,Contract Termination,,Evening,Automated,Active,,
500003,Daily Jobs,Bid Management,17/11/2021 21:01,Evening,Automated,Active,Create persisted bid for For Sale fleet vehicle linked to OEM Nominated RV contract,Bulk processer to create persisted bids for fleet vehicles which have been put For Sale and for which the contract has an OEM Nominated RV
500003,Daily Jobs,Bid Management,17/11/2021 21:02,Evening,Automated,Active,Sell For Sale fleet vehicle linked to OEM Nominated RV contract,Bulk processer to sell Fleet Vehicles in status For Sale with persisted confirmed bids of type Purchase Option linked to contract which has an OEM Nominated RV
500003,Daily Jobs,Contract closures,18/11/2021 18:11,Evening,Automated,Active,Automatic contract closure,"Sets 'terminated' contracts to 'closed' after a waiting period of minimum 3 months and if they answer specific other conditions like no more pending billing, no open incidents or no pending orders."
500003,Daily Jobs,Contract closures,18/11/2021 18:12,Evening,Automated,Active,Automatic ST contract closure,"Sets 'terminated' ST contracts to 'closed' after a waiting period of minimum 1 month and if they answer specific other conditions like no more pending billing, no open incidents or no pending orders."
500003,Daily Jobs,Broker commission pay out,18/11/2021 19:38,Evening,Automated,Active,Generate Commission Billing Items on Contract - on start date,"Generate Commission Billing Items on Contracts - for FML, OEM Plans and TP Plans 

- billing items gets generated on contract activation for upfronts 
- in case of monthly payments, after three months from contract start date"
500003,Daily Jobs,Broker commission pay out,18/11/2021 18:12,Evening,Automated,Active,Generate Commission Billing Items on Contract - 3 months post contract start date,"Generate Commission Billing Items on Contracts - for FML, OEM Plans and TP Plans 

- billing items gets generated on contract activation for upfronts 
- in case of monthly payments, after three months from contract start date"
500003,Daily Jobs,Broker commission pay out,19/11/2021 23:30,Evening,Automated,Active,Generate Incoming Invoice for Broker Commission,This BO will look for the billing items which have been generated and whose status will be 'to be invoiced' and the billing ids are passed as an argment to the BO.
500003,Daily Jobs,Generate Incoming Invoice for subvention and interest,18/11/2021 18:12,Evening,Automated,Active,Create and post purchase invoice for subvention and subvention interest,Creates purchase invoices for subvention and interest on subvention
500003,Daily Jobs,Cleanup expired quotes,18/11/2021 21:08,Evening,Automated,Active,Set quote status expired,Sets the quote status to 'expired' if quote status in group (Validated) or (Waiting) and when the quote expiration date has been reached.
500003,Daily Jobs,Cleanup obsolete work flow processes,18/11/2021 18:12,Evening,Automated,Active,Delete obsolete work flow processes,Removes obsolete work flow processes (completed or aborted processes with no changes since 1 year) to reduce volumes in work flow related database tables and thereby optimize application performance
500003,Daily Jobs,Data mart related jobs,18/11/2021 21:08,Evening,Automated,Active,Refresh data mart,Refresh Miles data mart used for reporting and RIA dashboards
500003,Daily Jobs,Cancel workorders not progressed for 60 Months,18/11/2021 21:08,Evening,Automated,Active,Cancel historical work orders did not progress beyond approved,Cancel historical work orders did not progress beyond approved - don't schedule the job yet
500003,Daily Jobs,Update quote status to Contract Created,18/11/2021 18:12,Evening,Automated,Active,Updates quote status to Contract Created,Updates the quote status to Contract Created when a contract (version) has been created from a request/amendment quote.
500003,Daily Jobs,Generate profit share billing items,18/11/2021 18:12,Evening,Automated,Active,Generate Billing items for Profit Sharing - RV,generates profit share billing items for RV if Net Rental exists on contract and profit share is applicable
500003,Daily Jobs,Generate profit share billing items,18/11/2021 21:08,Evening,Automated,Active,Generate Billing items for Profit Sharing - RM,generates profit share billing items for Repair and Maintenance if exists on contract and profit share is applicable
500003,Daily Jobs,Generate profit share billing items,18/11/2021 18:12,Evening,Automated,Active,Generate Billing items for Profit Sharing - Tyres,generates profit share billing items for Tyres if exists on contract and profit share is applicable
500003,Daily Jobs,Generate profit share billing items,18/11/2021 18:12,Evening,Automated,Active,Generate Billing items for Profit Sharing - OEM Service Plan (Shared Risk),generates profit share billing items for OEM Service Plan if exists on contract and profit share is applicable
500003,Daily Jobs,Generate profit share billing items,18/11/2021 18:12,Evening,Automated,Active,Generate Billing items for Profit Sharing - OEM Maintenance Plan (Shared Risk),generates profit share billing items for OEM Maintenance Plan if exists on contract and profit share is applicable
500003,Daily Jobs,Generate profit share billing items,18/11/2021 18:12,Evening,Automated,Active,Generate Billing items for Profit Sharing - Service Plan Extension,generates profit share billing items for Service Plan Extension if exists on contract and profit share is applicable
500003,Daily Jobs,Generate profit share billing items,18/01/2022 17:22,Evening,Automated,Active,Generate Billing items for Profit Sharing - Maintenance Plan Extension,generates profit share billing items for Maintenance Plan Extension if exists on contract and profit share is applicable
500003,Daily Jobs,Generate profit share billing items,18/11/2021 19:38,Evening,Automated,Active,Generate Billing items for Profit Sharing - TP Service Plan (Shared Risk),generates profit share billing items for TP Service Plan if exists on contract and profit share is applicable
500003,Daily Jobs,Generate profit share billing items,18/11/2021 19:38,Evening,Automated,Active,Generate Billing items for Profit Sharing - TP Maintenance Plan (Shared Risk),generates profit share billing items for TP Maintenance Plan if exists on contract and profit share is applicable
500003,Daily Jobs,Generate profit share billing items,18/11/2021 19:38,Evening,Automated,Active,Generate Billing items for Profit Sharing - TP Service Plan (OEM Risk),generates profit share billing items for TP Service Plan if exists on contract and profit share is applicable
500003,Daily Jobs,Generate profit share billing items,18/11/2021 18:12,Evening,Automated,Active,Generate Billing items for Profit Sharing - OEM Maintenance Plan (OEM Risk),generates profit share billing items for OEM Maintenance Plan if exists on contract and profit share is applicable
500003,Daily Jobs,Generate profit share billing items,18/11/2021 18:12,Evening,Automated,Active,Generate Billing items for Profit Sharing - OEM Service Plan (OEM Risk),generates profit share billing items for OEM Service Plan if exists on contract and profit share is applicable
500003,Daily Jobs,Generate profit share billing items,18/11/2021 18:12,Evening,Automated,Active,Generate Billing items for Profit Sharing - TP Maintenance Plan (OEM Risk),generates profit share billing items for TP Maintenance Plan if exists on contract and profit share is applicable
500003,Daily Jobs,CRO Updates,18/11/2021 18:12,On demand (deferred),Automated,Active,CRO Locate Customer,
500003,Daily Jobs,CRO Updates,18/11/2021 12:56,On demand (deferred),Automated,Active,CRO Fetch KYC Customer,
500003,Daily Jobs,CRO Updates,17/12/2021 16:42,On demand (deferred),Automated,Active,CRO Fetch Credit Facility,
500003,Daily Jobs,CRO Updates,16/11/2021 21:21,On demand (deferred),Automated,Active,CRO Locate Supplier,
500003,Daily Jobs,CRO Updates,18/11/2021 19:39,On demand (deferred),Automated,Active,CRO Fetch KYC Supplier,
500003,Daily Jobs,Update contract FA End Date,18/11/2021 20:59,Disabled,Manual,Non Active,Update FA End Date on contract - DEPRECATED,"DEPRECATED - NO LONGER REQUIRED - WBSAQA-1405 (Grace Period set to NULL)
This bulk processor will update the FA End Date on those contracts where the FA End Date is not null.
The FA End Date is required to be kept in line with the Miles contract end date when a contract has been (in)formally extended."
500004,Loading external vehicle data (DiskDrive File),Load External Vehicle Data,09/11/2021 20:29,Weekly - Monday,Automated,Active,Load External Vehicle Data via DiskDrive,
500004,Loading external vehicle data (DiskDrive File),Load External Vehicle Data,09/11/2021 20:35,Weekly - Monday,Automated,Active,Update OEM Plan Distance,This BO is used to update the OEM plan Kms to '0' when the OEM plan type is - 'NO OEM Plan'
500004,Loading external vehicle data (DiskDrive File),Load External Vehicle Data,02/11/2020 23:35,Weekly - Monday,Automated,Active,Update OEM Plan Term,This BO is used to update the OEM plan term to '0' when the OEM plan type is - 'NO OEM Plan'
500004,Loading external vehicle data (DiskDrive File),Load External Vehicle Data,20/08/2021 15:07,Weekly - Monday,Automated,Active,Update GMV Codes,Update GMV Codes
500004,Loading external vehicle data (DiskDrive File),Link StereoType to the Catalog Vehicles,09/11/2021 20:37,Weekly - Monday,Automated,Active,Assign StereoTypes To Catalog Vehicles,
500004,Loading external vehicle data (DiskDrive File),"Update Trade, List and Retail Prices",19/01/2022 16:36,Weekly - Monday,Automated,Active,Load TransUnion Vehicle Pricing Data and Link to Catalog Vehicles,
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 5K,This Bulk Operation is used to generate maintenance rules 5K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 7.5K,This Bulk Operation is used to generate maintenance rules 7.5K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 10K,This Bulk Operation is used to generate maintenance rules 10K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 12K,This Bulk Operation is used to generate maintenance rules 12K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 12.5K,This Bulk Operation is used to generate maintenance rules 12.5K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 13K,This Bulk Operation is used to generate maintenance rules 13K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 13K,This Bulk Operation is used to generate maintenance rules 13K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,25/05/2021 16:48,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 13K,This Bulk Operation is used to generate maintenance rules 13K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 13K,This Bulk Operation is used to generate maintenance rules 13K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 15K,This Bulk Operation is used to generate maintenance rules 15K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,25/05/2021 16:48,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 15K,This Bulk Operation is used to generate maintenance rules 15K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 15K,This Bulk Operation is used to generate maintenance rules 15K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 15K,This Bulk Operation is used to generate maintenance rules 15K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 16K,This Bulk Operation is used to generate maintenance rules 16K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 16K,This Bulk Operation is used to generate maintenance rules 16K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,25/05/2021 16:51,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 16K,This Bulk Operation is used to generate maintenance rules 16K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 16K,This Bulk Operation is used to generate maintenance rules 16K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 20K,This Bulk Operation is used to generate maintenance rules 16K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,25/05/2021 16:51,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 20K,This Bulk Operation is used to generate maintenance rules 16K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 20K,This Bulk Operation is used to generate maintenance rules 16K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 20K,This Bulk Operation is used to generate maintenance rules 16K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 24K,This Bulk Operation is used to generate maintenance rules 14K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 24K,This Bulk Operation is used to generate maintenance rules 14K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,25/05/2021 16:52,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 24K,This Bulk Operation is used to generate maintenance rules 14K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 24K,This Bulk Operation is used to generate maintenance rules 14K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 25K,This Bulk Operation is used to generate maintenance rules 25K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,25/05/2021 16:52,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 25K,This Bulk Operation is used to generate maintenance rules 25K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 25K,This Bulk Operation is used to generate maintenance rules 25K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 25K,This Bulk Operation is used to generate maintenance rules 25K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 26K,This Bulk Operation is used to generate maintenance rules 26K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 26K,This Bulk Operation is used to generate maintenance rules 26K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,25/05/2021 16:52,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 26K,This Bulk Operation is used to generate maintenance rules 26K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 26K,This Bulk Operation is used to generate maintenance rules 26K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 30K,This Bulk Operation is used to generate maintenance rules 30K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,25/05/2021 16:52,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 30K,This Bulk Operation is used to generate maintenance rules 30K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 30K,This Bulk Operation is used to generate maintenance rules 30K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 30K,This Bulk Operation is used to generate maintenance rules 30K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 34K,This Bulk Operation is used to generate maintenance rules 34K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 34K,This Bulk Operation is used to generate maintenance rules 34K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,25/05/2021 16:54,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 34K,This Bulk Operation is used to generate maintenance rules 34K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 34K,This Bulk Operation is used to generate maintenance rules 34K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 35K,This Bulk Operation is used to generate maintenance rules 35K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,25/05/2021 16:55,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 35K,This Bulk Operation is used to generate maintenance rules 35K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 35K,This Bulk Operation is used to generate maintenance rules 35K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 35K,This Bulk Operation is used to generate maintenance rules 35K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 40K,This Bulk Operation is used to generate maintenance rules 40K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 40K,This Bulk Operation is used to generate maintenance rules 40K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,25/05/2021 16:55,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 40K,This Bulk Operation is used to generate maintenance rules 40K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 40K,This Bulk Operation is used to generate maintenance rules 40K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 45K,This Bulk Operation is used to generate maintenance rules 45K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 50K,This Bulk Operation is used to generate maintenance rules 50K
